URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSIAnimalSpeciesWithExceptions,0.0.1,draft,,EHDSIAnimalSpeciesWithExceptions,eHDSI Animal Species with exceptions,"The Value Set is used to code the animal species of specimen subject (animal of the patient). It also includes exceptional values.",,
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSIBodySiteWithExceptions,0.0.1,draft,,EHDSIBodySiteWithExceptions,eHDSI Body Site with exceptions,"The Value Set is used for the details about the anatomical location of a specimen in the Laboratory Result Report or the target body location of a procedure in the Patient Summary. It includes also exceptional values.","StructureDefinition/Specimen-lab-myhealtheu,StructureDefinition/BodyStructure-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSIBodyStructureLocationWithExceptions,0.0.1,draft,,EHDSIBodyStructureLocationWithExceptions,eHDSI Body Structure Location Qualifier with exceptions,"This Value Set is used for the body structure location qualifier. Concepts modifying the anatomic location. It also includes exceptional values.","StructureDefinition/BodyStructure-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSILabCodeWithExceptions,0.0.1,draft,,EHDSILabCodeWithExceptions,eHDSI Laboratory Codes with exceptions,"This Value Set is used for the standard laboratory codes. It also includes exceptional values.","StructureDefinition/ServiceRequest-lab-myhealtheu,StructureDefinition/Observation-resultslab-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSILabSpecimenTypeWithExceptions,0.0.1,draft,,EHDSILabSpecimenTypeWithExceptions,eHDSI Laboratory Specimen Type with exceptions,"This Value Set is used for the kind of material that forms the specimen. It also includes exceptional values","StructureDefinition/Specimen-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSILabStudyTypeWithExceptions,0.0.1,draft,,EHDSILabStudyTypeWithExceptions,eHDSI Laboratory Study Types with exceptions,"eHDSI Laboratory Study Types.  Notes: Note 1: 26436-6 (Laboratory studies) enables issuing a report putting together observations from multiple specialties (disciplines) in the same text block, allowing delivery of a global interpretation comment at the end of the text block that will be rendered at the end of the report. Note 2: Mycology and parasitology, as well as bacteriology, are part of the 18725-2 (Microbiology studies (set)) studies. Note 3: Virology MAY be included in 18725-2 (MICROBIOLOGY STUDIES) or 18727-8 (SEROLOGY STUDIES) or split between both study types, depending upon the Content Creator Actor’s choice. It includes also exceptional values.","StructureDefinition/Composition-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSILabTechniqueWithExceptions,0.0.1,draft,,EHDSILabTechniqueWithExceptions,eHDSI Laboratory Technique with exceptions,"This Value Set is used to encode laboratory technique for the result measurement. It also includes exceptional values.","StructureDefinition/Observation-resultslab-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSILaboratoryReportType,0.0.1,active,"1.3.6.1.4.1.12559.11.10.1.3.1.42.52",EHDSILaboratoryReportType,Laboratory Report Type,"Laboratory Report Type","StructureDefinition/DocumentReference-minimal-myhealtheu","LOINC"
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSIMedicalDeviceWithExceptions,0.0.1,draft,,EHDSIMedicalDeviceWithExceptions,eHDSI Medical Device with exceptions,"eHDSI Medical Device. The Value Set contains exceptional values.","StructureDefinition/Device-specimen-lab-myhealtheu",
http://fhir.ehdsi.eu/laboratory/ValueSet/eHDSIMorphologicAbnormalityWithExceptions,0.0.1,draft,,EHDSIMorphologicAbnormalityWithExceptions,eHDSI Morphologic Abnormality with exceptions,"The Value Set is used to code the morphological abnormalities of the anatomical location where the material is taken. It also includes exceptional values.","StructureDefinition/BodyStructure-lab-myhealtheu",
